,idno,agea,rlgdgr,polintr,sclmeet,happy,cntry,nwspol,pplfair,health,atchctr,aesfdrk,dscrgrp,pray,hhmmb,gndr,impdiffa,impfuna,impsafea,iphlppla,ipsucesa,enjlf,fltdpr,fltlnl,slprl,dosprt,cgtsmok,alcfreq,height,weighta,fnsdfml,cnfpplh,paccnt,emplrel,hincfel,uempla,actrolga,cptppola,trstprl,trstlgl,trstplc,trstplt,vote,stfeco,stfdem,stfedu
1624,75443,65.0,8.0,3.0,4.0,10.0,AT,30.0,10.0,1.0,10.0,1.0,0.0,1.0,2.0,1,1.0,6.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,6.0,6.0,7.0,188.0,80.0,5.0,5.0,1.0,1.0,2.0,0.0,3.0,5.0,3.0,7.0,7.0,1.0,1.0,2.0,4.0,5.0
1625,75451,65.0,3.0,2.0,5.0,7.0,AT,30.0,5.0,3.0,9.0,2.0,0.0,2.0,2.0,1,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,4.0,181.0,95.0,3.0,4.0,1.0,1.0,2.0,0.0,3.0,3.0,4.0,8.0,8.0,4.0,1.0,5.0,9.0,7.0
1626,75469,39.0,2.0,2.0,6.0,9.0,AT,45.0,6.0,2.0,8.0,2.0,0.0,7.0,2.0,1,2.0,1.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,0.0,4.0,2.0,183.0,130.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,9.0,10.0,7.0,1.0,7.0,8.0,9.0
1627,75479,62.0,5.0,2.0,3.0,8.0,AT,60.0,7.0,2.0,9.0,1.0,0.0,5.0,2.0,1,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,6.0,181.0,80.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,7.0,9.0,4.0,1.0,6.0,7.0,5.0
1630,75498,24.0,1.0,2.0,5.0,8.0,AT,45.0,4.0,1.0,8.0,3.0,0.0,7.0,1.0,0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,5.0,6.0,4.0,163.0,46.0,5.0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,7.0,4.0,4.0,1.0,1.0,5.0,5.0,3.0
1631,75499,78.0,9.0,3.0,4.0,7.0,AT,60.0,7.0,3.0,10.0,2.0,0.0,1.0,1.0,0,4.0,4.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,0.0,6.0,7.0,164.0,62.0,3.0,4.0,1.0,1.0,2.0,0.0,2.0,5.0,5.0,8.0,8.0,0.0,2.0,3.0,4.0,8.0
1632,75510,36.0,3.0,3.0,5.0,8.0,AT,10.0,7.0,2.0,9.0,2.0,0.0,5.0,4.0,1,4.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,6.0,187.0,95.0,5.0,5.0,1.0,1.0,2.0,0.0,3.0,3.0,3.0,7.0,6.0,1.0,1.0,6.0,2.0,7.0
1633,75512,44.0,0.0,2.0,5.0,8.0,AT,30.0,7.0,3.0,10.0,1.0,0.0,4.0,1.0,1,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,7.0,199.0,91.0,5.0,5.0,1.0,1.0,1.0,0.0,3.0,3.0,8.0,9.0,10.0,7.0,1.0,6.0,9.0,6.0
1634,75530,65.0,4.0,1.0,6.0,3.0,AT,210.0,6.0,5.0,7.0,2.0,1.0,6.0,1.0,1,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,0.0,4.0,6.0,172.0,84.0,3.0,4.0,1.0,2.0,3.0,0.0,3.0,3.0,6.0,5.0,4.0,3.0,1.0,1.0,4.0,2.0
1635,75547,59.0,5.0,2.0,6.0,8.0,AT,120.0,8.0,2.0,10.0,3.0,1.0,6.0,1.0,0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,7.0,1.0,3.0,164.0,48.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,1.0
1636,75561,81.0,4.0,2.0,6.0,10.0,AT,60.0,8.0,2.0,10.0,2.0,0.0,1.0,2.0,0,4.0,4.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,6.0,3.0,164.0,66.0,3.0,5.0,1.0,1.0,2.0,0.0,3.0,3.0,5.0,2.0,8.0,3.0,1.0,4.0,1.0,2.0
1637,75598,65.0,7.0,1.0,4.0,8.0,AT,60.0,4.0,3.0,7.0,2.0,1.0,1.0,2.0,1,5.0,4.0,1.0,2.0,6.0,3.0,1.0,1.0,2.0,0.0,4.0,2.0,178.0,84.0,3.0,3.0,1.0,1.0,2.0,0.0,3.0,4.0,6.0,7.0,5.0,6.0,3.0,7.0,7.0,10.0
1639,75645,58.0,0.0,3.0,6.0,9.0,AT,120.0,3.0,2.0,10.0,1.0,0.0,7.0,1.0,1,3.0,1.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,5.0,4.0,2.0,172.0,99.0,5.0,4.0,1.0,1.0,2.0,0.0,3.0,5.0,5.0,5.0,5.0,4.0,1.0,6.0,6.0,7.0
1640,75731,70.0,6.0,3.0,4.0,8.0,AT,5.0,8.0,3.0,8.0,2.0,0.0,3.0,1.0,0,4.0,6.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,156.0,68.0,2.0,5.0,1.0,1.0,4.0,0.0,5.0,5.0,0.0,1.0,4.0,0.0,1.0,2.0,1.0,8.0
1641,75744,74.0,8.0,2.0,4.0,9.0,AT,60.0,3.0,2.0,9.0,2.0,0.0,1.0,2.0,1,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,6.0,6.0,187.0,90.0,5.0,5.0,1.0,1.0,1.0,0.0,3.0,4.0,6.0,8.0,10.0,8.0,1.0,5.0,6.0,8.0
1642,75770,74.0,7.0,2.0,6.0,7.0,AT,90.0,3.0,3.0,8.0,3.0,0.0,3.0,1.0,0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,5.0,4.0,1.0,172.0,61.0,4.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,6.0,5.0,7.0,4.0,1.0,7.0,7.0,2.0
1643,75771,42.0,0.0,3.0,4.0,10.0,AT,5.0,4.0,2.0,6.0,1.0,0.0,7.0,3.0,1,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,180.0,90.0,5.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,7.0,10.0,10.0,5.0,2.0,9.0,8.0,9.0
1644,75802,43.0,3.0,3.0,6.0,8.0,AT,30.0,9.0,4.0,10.0,3.0,0.0,6.0,3.0,0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,4.0,7.0,170.0,98.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,4.0,7.0,8.0,6.0,1.0,3.0,7.0,8.0
1646,75837,66.0,5.0,3.0,3.0,8.0,AT,20.0,8.0,3.0,5.0,2.0,0.0,6.0,2.0,0,4.0,3.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,0.0,6.0,6.0,163.0,66.0,2.0,5.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,6.0,8.0,2.0,2.0,3.0,4.0,9.0
1648,75879,68.0,5.0,2.0,7.0,10.0,AT,30.0,9.0,2.0,8.0,1.0,0.0,2.0,2.0,0,4.0,4.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,6.0,6.0,168.0,71.0,5.0,5.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,8.0,9.0,5.0,1.0,5.0,4.0,4.0
1650,75994,73.0,9.0,1.0,3.0,10.0,AT,30.0,8.0,2.0,10.0,1.0,0.0,1.0,1.0,0,2.0,2.0,1.0,2.0,5.0,3.0,2.0,3.0,3.0,5.0,6.0,2.0,165.0,68.0,5.0,5.0,1.0,1.0,1.0,0.0,3.0,3.0,5.0,7.0,7.0,7.0,1.0,8.0,6.0,6.0
1652,76009,80.0,8.0,4.0,3.0,10.0,AT,45.0,10.0,3.0,10.0,3.0,0.0,1.0,2.0,0,3.0,5.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,6.0,7.0,160.0,63.0,2.0,5.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,4.0,9.0,0.0,1.0,8.0,7.0,8.0
1653,76012,73.0,9.0,2.0,5.0,9.0,AT,30.0,5.0,2.0,9.0,1.0,0.0,3.0,1.0,0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,159.0,64.0,3.0,5.0,1.0,1.0,1.0,0.0,2.0,2.0,10.0,10.0,10.0,9.0,1.0,8.0,9.0,9.0
1654,76019,45.0,3.0,1.0,6.0,9.0,AT,45.0,5.0,1.0,9.0,2.0,0.0,5.0,3.0,1,2.0,3.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,6.0,2.0,2.0,182.0,81.0,5.0,4.0,1.0,1.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0
1656,76030,74.0,8.0,3.0,3.0,10.0,AT,60.0,8.0,1.0,9.0,2.0,0.0,1.0,2.0,0,4.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,7.0,6.0,4.0,160.0,70.0,5.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,7.0,6.0,9.0,3.0,1.0,7.0,6.0,8.0
1657,76057,76.0,8.0,2.0,4.0,4.0,AT,35.0,3.0,4.0,6.0,4.0,0.0,3.0,1.0,0,2.0,4.0,1.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,6.0,7.0,160.0,79.0,3.0,3.0,1.0,1.0,4.0,0.0,1.0,1.0,2.0,7.0,8.0,1.0,1.0,2.0,3.0,7.0
1659,76077,59.0,4.0,3.0,4.0,9.0,AT,15.0,8.0,3.0,10.0,4.0,0.0,6.0,1.0,0,5.0,5.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,7.0,1.0,6.0,167.0,75.0,3.0,4.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,5.0,10.0,1.0,1.0,6.0,5.0,0.0
1660,76101,52.0,0.0,1.0,2.0,9.0,AT,60.0,5.0,1.0,10.0,1.0,0.0,7.0,1.0,0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,7.0,6.0,6.0,174.0,68.0,5.0,5.0,1.0,1.0,2.0,0.0,3.0,5.0,6.0,7.0,8.0,2.0,1.0,5.0,5.0,2.0
1661,76103,77.0,0.0,2.0,4.0,6.0,AT,45.0,5.0,4.0,8.0,2.0,0.0,6.0,1.0,0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,166.0,54.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,6.0,7.0,0.0,2.0,4.0,4.0,9.0
1662,76105,90.0,3.0,2.0,6.0,8.0,AT,60.0,7.0,2.0,6.0,2.0,0.0,6.0,2.0,1,4.0,3.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,191.0,116.0,5.0,2.0,0.0,1.0,2.0,0.0,3.0,3.0,5.0,6.0,6.0,4.0,1.0,6.0,7.0,6.0
1664,76135,69.0,8.0,1.0,4.0,7.0,AT,150.0,6.0,2.0,9.0,2.0,0.0,2.0,2.0,1,4.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,4.0,3.0,177.0,88.0,4.0,4.0,1.0,1.0,1.0,0.0,4.0,4.0,7.0,5.0,7.0,8.0,1.0,4.0,7.0,6.0
1667,76147,50.0,5.0,2.0,2.0,9.0,AT,65.0,6.0,2.0,10.0,4.0,0.0,1.0,3.0,0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,6.0,2.0,168.0,55.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,9.0,2.0
1668,76159,85.0,7.0,2.0,6.0,5.0,AT,120.0,8.0,3.0,10.0,2.0,0.0,6.0,1.0,1,4.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,6.0,6.0,2.0,174.0,92.0,4.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,7.0,3.0,9.0,4.0,1.0,7.0,9.0,5.0
1669,76161,49.0,0.0,2.0,6.0,8.0,AT,15.0,6.0,1.0,7.0,2.0,0.0,7.0,1.0,1,3.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,6.0,7.0,173.0,76.0,5.0,5.0,1.0,1.0,2.0,0.0,3.0,3.0,7.0,7.0,7.0,5.0,1.0,7.0,4.0,6.0
1670,76186,59.0,2.0,4.0,4.0,9.0,AT,30.0,5.0,1.0,5.0,1.0,0.0,7.0,1.0,0,3.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,7.0,1.0,2.0,164.0,55.0,5.0,4.0,1.0,1.0,2.0,0.0,3.0,3.0,0.0,4.0,5.0,2.0,1.0,0.0,1.0,0.0
1671,76200,29.0,0.0,4.0,6.0,5.0,AT,0.0,6.0,1.0,2.0,1.0,0.0,7.0,2.0,1,1.0,2.0,5.0,4.0,4.0,3.0,1.0,2.0,1.0,5.0,1.0,2.0,173.0,68.0,3.0,1.0,0.0,1.0,3.0,0.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0
1672,76202,29.0,2.0,2.0,4.0,8.0,AT,30.0,8.0,2.0,10.0,1.0,0.0,7.0,5.0,0,2.0,3.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,7.0,163.0,52.0,4.0,3.0,1.0,1.0,3.0,0.0,2.0,2.0,0.0,2.0,4.0,0.0,1.0,2.0,7.0,8.0
1673,76216,56.0,6.0,3.0,5.0,8.0,AT,60.0,7.0,2.0,5.0,2.0,0.0,5.0,2.0,1,3.0,4.0,1.0,3.0,5.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,186.0,103.0,3.0,4.0,1.0,1.0,2.0,0.0,2.0,2.0,7.0,8.0,8.0,6.0,3.0,8.0,8.0,9.0
1675,76234,64.0,1.0,2.0,7.0,6.0,AT,30.0,4.0,2.0,7.0,3.0,0.0,7.0,1.0,1,3.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,0.0,3.0,7.0,174.0,81.0,5.0,4.0,1.0,1.0,2.0,0.0,2.0,2.0,6.0,7.0,8.0,1.0,1.0,8.0,7.0,5.0
1677,76268,61.0,0.0,1.0,6.0,6.0,AT,90.0,8.0,3.0,6.0,1.0,1.0,7.0,1.0,1,1.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,7.0,5.0,4.0,174.0,62.0,2.0,2.0,1.0,1.0,2.0,0.0,3.0,5.0,5.0,7.0,4.0,5.0,1.0,6.0,5.0,5.0
1678,76289,68.0,8.0,1.0,4.0,9.0,AT,0.0,5.0,3.0,8.0,2.0,0.0,1.0,2.0,0,6.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,6.0,7.0,157.0,70.0,2.0,5.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,4.0,5.0,2.0,1.0,5.0,4.0,4.0
1679,76319,68.0,0.0,2.0,6.0,9.0,AT,30.0,8.0,1.0,8.0,2.0,0.0,7.0,2.0,0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,7.0,4.0,3.0,159.0,63.0,5.0,2.0,1.0,2.0,2.0,0.0,3.0,3.0,1.0,8.0,5.0,4.0,1.0,5.0,4.0,3.0
1680,76376,34.0,5.0,4.0,6.0,9.0,AT,5.0,8.0,1.0,8.0,2.0,0.0,6.0,3.0,0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,164.0,56.0,5.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,8.0,8.0,3.0,2.0,7.0,7.0,8.0
1682,76399,55.0,1.0,2.0,5.0,8.0,AT,30.0,5.0,1.0,6.0,2.0,0.0,6.0,2.0,1,2.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,7.0,183.0,79.0,2.0,4.0,1.0,1.0,1.0,0.0,2.0,2.0,4.0,7.0,8.0,3.0,1.0,2.0,8.0,7.0
1683,76402,69.0,8.0,2.0,4.0,8.0,AT,90.0,8.0,2.0,10.0,1.0,0.0,2.0,2.0,1,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,6.0,2.0,178.0,76.0,3.0,4.0,1.0,1.0,1.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,6.0,7.0
1684,76409,73.0,0.0,1.0,6.0,5.0,AT,150.0,5.0,4.0,5.0,1.0,0.0,7.0,1.0,1,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,7.0,1.0,1.0,168.0,62.0,5.0,3.0,1.0,2.0,3.0,0.0,2.0,2.0,5.0,10.0,10.0,2.0,1.0,5.0,7.0,5.0
1685,76414,38.0,3.0,2.0,3.0,8.0,AT,5.0,8.0,1.0,8.0,1.0,0.0,6.0,4.0,0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,3.0,6.0,172.0,63.0,5.0,5.0,1.0,1.0,2.0,0.0,2.0,3.0,7.0,8.0,8.0,5.0,2.0,10.0,10.0,10.0
1688,76438,74.0,3.0,2.0,4.0,8.0,AT,60.0,6.0,2.0,10.0,2.0,0.0,2.0,2.0,0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,0.0,5.0,4.0,167.0,63.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0,2.0,6.0,6.0,7.0,5.0,1.0,6.0,8.0,5.0
1689,76441,85.0,8.0,1.0,4.0,7.0,AT,300.0,4.0,3.0,10.0,2.0,0.0,1.0,1.0,0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0,7.0,170.0,77.0,3.0,4.0,1.0,1.0,1.0,0.0,4.0,3.0,4.0,8.0,8.0,4.0,1.0,3.0,8.0,7.0
1690,76485,53.0,2.0,2.0,6.0,8.0,AT,30.0,9.0,2.0,10.0,1.0,0.0,6.0,1.0,1,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,180.0,90.0,5.0,3.0,1.0,1.0,1.0,0.0,5.0,5.0,7.0,8.0,9.0,8.0,1.0,5.0,5.0,7.0
1691,76490,68.0,7.0,2.0,4.0,8.0,AT,60.0,4.0,3.0,10.0,1.0,0.0,5.0,2.0,0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,169.0,85.0,3.0,3.0,1.0,2.0,2.0,0.0,3.0,3.0,3.0,6.0,8.0,2.0,2.0,7.0,7.0,8.0
1693,76499,42.0,1.0,3.0,5.0,7.0,AT,45.0,5.0,1.0,10.0,2.0,0.0,2.0,1.0,1,3.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,5.0,6.0,2.0,179.0,78.0,4.0,4.0,1.0,1.0,2.0,0.0,3.0,3.0,7.0,8.0,7.0,3.0,2.0,8.0,6.0,8.0
1695,76514,57.0,2.0,2.0,6.0,9.0,AT,20.0,6.0,1.0,9.0,2.0,0.0,6.0,2.0,1,5.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,176.0,80.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,4.0,4.0,6.0,3.0,2.0,1.0,6.0,6.0,7.0
1696,76516,29.0,0.0,4.0,4.0,7.0,AT,30.0,4.0,2.0,8.0,3.0,0.0,7.0,2.0,0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,168.0,84.0,3.0,4.0,1.0,1.0,3.0,0.0,2.0,2.0,3.0,8.0,8.0,0.0,2.0,8.0,0.0,7.0
1697,76521,68.0,5.0,2.0,4.0,8.0,AT,30.0,7.0,3.0,8.0,2.0,0.0,2.0,2.0,1,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,180.0,93.0,3.0,3.0,1.0,1.0,2.0,0.0,3.0,3.0,4.0,7.0,8.0,4.0,1.0,6.0,8.0,9.0
1698,76529,69.0,6.0,2.0,6.0,9.0,AT,20.0,7.0,2.0,8.0,3.0,0.0,2.0,2.0,0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,7.0,6.0,3.0,162.0,72.0,4.0,4.0,1.0,1.0,2.0,0.0,4.0,4.0,3.0,5.0,8.0,3.0,1.0,4.0,4.0,3.0
1699,76543,55.0,7.0,3.0,6.0,9.0,AT,15.0,8.0,2.0,8.0,2.0,0.0,1.0,3.0,0,4.0,3.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,163.0,73.0,3.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,7.0,8.0,2.0,1.0,6.0,5.0,6.0
1700,76558,73.0,0.0,1.0,5.0,9.0,AT,60.0,7.0,2.0,9.0,2.0,0.0,7.0,2.0,1,2.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,7.0,6.0,1.0,179.0,75.0,5.0,5.0,1.0,2.0,1.0,0.0,2.0,2.0,7.0,8.0,7.0,5.0,1.0,5.0,4.0,1.0
1702,76565,41.0,5.0,3.0,4.0,8.0,AT,20.0,7.0,2.0,8.0,2.0,0.0,1.0,2.0,0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,6.0,4.0,168.0,61.0,3.0,4.0,1.0,1.0,2.0,0.0,2.0,2.0,7.0,8.0,9.0,5.0,1.0,6.0,8.0,8.0
1703,76589,38.0,6.0,1.0,4.0,9.0,AT,30.0,7.0,1.0,9.0,1.0,0.0,4.0,4.0,0,5.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,7.0,4.0,5.0,163.0,54.0,5.0,5.0,1.0,1.0,1.0,0.0,3.0,5.0,4.0,5.0,6.0,6.0,1.0,2.0,7.0,10.0
1705,76622,64.0,9.0,2.0,4.0,8.0,AT,20.0,6.0,2.0,9.0,1.0,0.0,5.0,2.0,1,3.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,6.0,3.0,177.0,81.0,3.0,5.0,1.0,1.0,1.0,0.0,3.0,3.0,10.0,10.0,10.0,8.0,1.0,8.0,8.0,9.0
1706,76637,27.0,2.0,3.0,6.0,9.0,AT,15.0,8.0,1.0,9.0,1.0,0.0,7.0,3.0,0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,4.0,166.0,61.0,5.0,5.0,1.0,1.0,1.0,0.0,2.0,3.0,7.0,9.0,9.0,5.0,2.0,7.0,5.0,5.0
1707,76654,53.0,6.0,2.0,4.0,7.0,AT,60.0,6.0,3.0,8.0,1.0,0.0,6.0,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,7.0,6.0,3.0,176.0,67.0,3.0,5.0,1.0,1.0,2.0,0.0,2.0,2.0,7.0,7.0,8.0,5.0,1.0,5.0,7.0,6.0
1710,76689,36.0,5.0,3.0,5.0,9.0,AT,15.0,7.0,2.0,9.0,3.0,0.0,1.0,4.0,0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,5.0,4.0,166.0,59.0,3.0,4.0,1.0,1.0,2.0,0.0,2.0,2.0,6.0,8.0,9.0,4.0,1.0,6.0,8.0,8.0
1712,76796,69.0,5.0,2.0,5.0,6.0,AT,120.0,6.0,2.0,10.0,3.0,0.0,6.0,1.0,0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,168.0,70.0,5.0,5.0,1.0,1.0,2.0,0.0,3.0,5.0,5.0,7.0,8.0,2.0,1.0,5.0,7.0,4.0
1713,76829,40.0,1.0,1.0,4.0,8.0,AT,5.0,5.0,1.0,2.0,1.0,0.0,7.0,2.0,1,1.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,6.0,3.0,179.0,76.0,5.0,5.0,1.0,2.0,3.0,0.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,0.0
1715,76850,70.0,0.0,2.0,3.0,7.0,AT,90.0,2.0,3.0,8.0,3.0,0.0,7.0,2.0,1,5.0,4.0,2.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,174.0,86.0,3.0,5.0,1.0,1.0,3.0,0.0,3.0,3.0,1.0,3.0,6.0,0.0,2.0,3.0,4.0,7.0
1716,76857,67.0,0.0,1.0,6.0,4.0,AT,60.0,6.0,4.0,6.0,1.0,0.0,7.0,1.0,1,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,4.0,2.0,172.0,91.0,1.0,4.0,1.0,1.0,3.0,0.0,4.0,4.0,2.0,5.0,6.0,1.0,1.0,4.0,4.0,3.0
1717,76938,43.0,5.0,1.0,6.0,10.0,AT,60.0,10.0,1.0,8.0,1.0,0.0,4.0,5.0,1,3.0,3.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,2.0,3.0,2.0,182.0,80.0,5.0,5.0,1.0,2.0,2.0,0.0,3.0,4.0,9.0,10.0,10.0,6.0,1.0,8.0,10.0,7.0
1718,76939,53.0,7.0,1.0,6.0,9.0,AT,135.0,3.0,2.0,9.0,1.0,0.0,4.0,4.0,0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,175.0,66.0,5.0,4.0,1.0,2.0,1.0,0.0,3.0,4.0,7.0,8.0,7.0,8.0,1.0,6.0,8.0,7.0
1719,76944,86.0,8.0,2.0,6.0,9.0,AT,60.0,6.0,3.0,9.0,3.0,0.0,1.0,1.0,0,5.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,3.0,6.0,6.0,2.0,156.0,59.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,6.0,7.0,8.0,8.0,1.0,7.0,6.0,6.0
1720,76959,32.0,9.0,4.0,4.0,10.0,AT,10.0,4.0,3.0,6.0,1.0,0.0,3.0,3.0,0,5.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,7.0,4.0,7.0,168.0,57.0,5.0,5.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,8.0,9.0,5.0,3.0,8.0,9.0,10.0
1721,76964,59.0,4.0,2.0,5.0,9.0,AT,120.0,5.0,2.0,9.0,2.0,0.0,5.0,2.0,0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,164.0,55.0,5.0,5.0,1.0,2.0,1.0,0.0,3.0,4.0,6.0,8.0,7.0,4.0,1.0,8.0,3.0,8.0
1722,76978,52.0,10.0,3.0,5.0,10.0,AT,30.0,5.0,1.0,10.0,1.0,0.0,1.0,4.0,0,2.0,6.0,1.0,4.0,6.0,3.0,1.0,2.0,1.0,4.0,6.0,3.0,175.0,60.0,4.0,4.0,1.0,1.0,2.0,0.0,2.0,2.0,5.0,5.0,8.0,5.0,1.0,5.0,8.0,8.0
1724,77017,68.0,10.0,3.0,4.0,8.0,AT,30.0,5.0,3.0,8.0,2.0,0.0,1.0,1.0,0,6.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,6.0,2.0,178.0,90.0,5.0,5.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,6.0,9.0,3.0,1.0,5.0,4.0,7.0
